Host,Date,Time,Method,Endpoint,Protocol,Status Code,Content Size,No of Requests
2415145644,2023-02-17,08:50:54,4,236,6,3,169.0,62
761244064,2023-02-17,08:52:03,7,214,6,3,169.0,30
761244064,2023-02-17,08:52:04,0,1,1,6,0.0,30
86888258,2023-02-17,09:38:03,4,400,6,3,169.0,5
100662671,2023-02-17,09:38:07,4,10,6,3,169.0,2
1730876180,2023-02-17,09:41:31,4,10,6,3,169.0,2
761244064,2023-02-17,09:45:27,7,214,6,3,169.0,30
761244064,2023-02-17,09:45:27,0,1,1,6,0.0,30
3005985266,2023-02-17,10:04:07,7,214,6,3,169.0,35
3005985266,2023-02-17,10:04:07,0,1,1,6,0.0,35
761244064,2023-02-17,10:08:06,7,214,6,3,169.0,30
761244064,2023-02-17,10:08:06,0,1,1,6,0.0,30
3240141471,2023-02-17,10:19:18,4,10,6,3,169.0,80
2818082165,2023-02-17,10:21:21,4,10,6,3,169.0,8
2818082165,2023-02-17,10:21:21,4,10,6,3,169.0,8
2818082165,2023-02-17,10:21:22,8,8,7,6,157.0,8
1609373630,2023-02-17,10:41:58,4,10,5,3,169.0,1
3005985266,2023-02-17,11:07:28,4,10,6,3,169.0,35
1730876196,2023-02-17,11:08:56,4,10,6,3,169.0,4
995721487,2023-02-17,11:24:18,4,10,6,3,169.0,1
2671865848,2023-02-17,11:28:11,4,10,5,3,169.0,4
2099991025,2023-02-17,11:31:46,7,59,6,3,169.0,2
2099991025,2023-02-17,11:31:47,0,1,1,6,157.0,2
2328184206,2023-02-17,11:49:40,7,214,6,3,169.0,8
2328184206,2023-02-17,11:49:41,0,1,1,6,0.0,8
2783117333,2023-02-17,11:55:04,4,10,5,3,169.0,2
3240141471,2023-02-17,11:55:23,4,10,6,3,169.0,80
1806368009,2023-02-17,11:59:53,4,10,6,3,169.0,1
2401920566,2023-02-17,12:07:24,4,10,6,3,169.0,2
2388494878,2023-02-17,12:40:21,0,1,1,6,157.0,11
2388494878,2023-02-17,12:40:21,0,1,1,6,157.0,11
2388494878,2023-02-17,12:40:21,4,10,6,3,169.0,11
2388494878,2023-02-17,12:40:22,4,227,6,3,169.0,11
2415145644,2023-02-17,12:51:29,4,236,6,3,169.0,62
1965155279,2023-02-17,13:06:27,4,10,6,3,169.0,2
3260520308,2023-02-17,13:08:13,7,214,6,3,169.0,10
3260520308,2023-02-17,13:08:14,0,1,1,6,0.0,10
765165267,2023-02-17,13:16:10,4,10,6,3,169.0,1
3334956350,2023-02-17,13:21:26,0,1,1,6,157.0,1
3036428213,2023-02-17,13:37:56,4,10,6,3,169.0,1
3247346277,2023-02-17,13:41:16,4,10,6,3,169.0,9
3337295885,2023-02-17,13:42:03,0,1,1,6,157.0,1
731830580,2023-02-17,13:55:41,4,10,6,3,169.0,2
2401920700,2023-02-17,13:56:03,4,10,6,3,169.0,2
2256170697,2023-02-17,14:00:50,21,9,0,6,157.0,20
2256170697,2023-02-17,14:00:50,4,10,6,3,169.0,20
2256170697,2023-02-17,14:00:51,0,1,1,6,157.0,20
2256170697,2023-02-17,14:00:51,4,300,6,3,169.0,20
2256170697,2023-02-17,14:00:51,4,402,6,3,169.0,20
2256170697,2023-02-17,14:00:51,4,12,6,3,169.0,20
2256170697,2023-02-17,14:00:51,4,405,6,3,169.0,20
2256170697,2023-02-17,14:00:51,4,55,6,3,169.0,20
2256170697,2023-02-17,14:00:51,4,40,6,3,169.0,20
2256170697,2023-02-17,14:00:51,4,10,6,3,169.0,20
2256170697,2023-02-17,14:00:51,4,16,6,3,169.0,20
2256170697,2023-02-17,14:00:51,4,42,6,3,169.0,20
2256170697,2023-02-17,14:00:51,4,257,6,3,169.0,20
2256170697,2023-02-17,14:00:51,4,453,6,3,169.0,20
2256170697,2023-02-17,14:00:51,4,270,6,3,169.0,20
2256170697,2023-02-17,14:00:51,4,315,6,3,169.0,20
2256170697,2023-02-17,14:00:51,4,91,6,3,169.0,20
2256170697,2023-02-17,14:00:51,4,126,6,3,169.0,20
2256170697,2023-02-17,14:00:51,4,232,6,3,169.0,20
2256170697,2023-02-17,14:00:51,4,473,6,3,169.0,20
2556019923,2023-02-17,14:01:15,4,52,6,3,169.0,84
731450077,2023-02-17,14:14:59,4,10,6,3,169.0,1
3515691998,2023-02-17,14:20:56,4,10,6,3,169.0,4
3515691998,2023-02-17,14:20:58,4,280,6,3,169.0,4
3451484485,2023-02-17,14:21:07,4,10,6,3,169.0,2
3451484485,2023-02-17,14:21:09,4,280,6,3,169.0,2
457695348,2023-02-17,14:30:32,0,1,1,6,157.0,2
623701735,2023-02-17,15:19:57,7,214,6,3,169.0,20
623701735,2023-02-17,15:19:57,0,1,1,6,0.0,20
2556019923,2023-02-17,15:23:09,4,95,6,3,169.0,84
2148437282,2023-02-17,15:25:59,4,10,6,3,169.0,7
3005985266,2023-02-17,16:17:37,7,214,6,3,169.0,35
3005985266,2023-02-17,16:17:37,0,1,1,6,0.0,35
3245341406,2023-02-17,16:51:51,4,10,6,3,169.0,12
3005985266,2023-02-17,17:00:44,4,10,6,3,169.0,35
3119963234,2023-02-17,17:01:50,7,214,6,3,169.0,45
3119963234,2023-02-17,17:01:50,0,1,1,6,0.0,45
3245341406,2023-02-17,17:15:59,4,10,6,3,169.0,12
2745988486,2023-02-17,17:18:59,4,10,6,3,169.0,12
2745988486,2023-02-17,17:19:05,4,61,6,3,169.0,12
2745988486,2023-02-17,17:19:12,7,334,6,3,169.0,12
2745988486,2023-02-17,17:19:14,4,66,6,3,169.0,12
1844273588,2023-02-17,17:21:50,4,16,6,3,169.0,73
1844273588,2023-02-17,17:21:50,66,516,19,6,157.0,73
1844273588,2023-02-17,17:21:51,7,16,6,3,169.0,73
1844273588,2023-02-17,17:21:51,4,14,6,3,169.0,73
3280283664,2023-02-17,17:48:42,4,10,6,3,169.0,14
3115618186,2023-02-17,18:23:58,4,223,6,3,169.0,5
3119963234,2023-02-17,18:44:23,4,10,6,3,169.0,45
3240141471,2023-02-17,18:51:39,4,10,6,3,169.0,80
3231406812,2023-02-17,19:10:56,0,1,1,6,157.0,1
3245341406,2023-02-17,19:17:52,7,214,6,3,169.0,12
3245341406,2023-02-17,19:17:52,0,1,1,6,0.0,12
2342683262,2023-02-17,19:19:56,4,10,5,3,169.0,1
2343678551,2023-02-17,19:20:20,4,10,5,3,169.0,13
2343678551,2023-02-17,19:20:20,77,503,0,6,157.0,13
2343678551,2023-02-17,19:20:21,0,1,1,6,157.0,13
2343678551,2023-02-17,19:20:21,0,1,1,6,157.0,13
2343678551,2023-02-17,19:20:22,0,1,1,6,157.0,13
2343678551,2023-02-17,19:20:22,0,1,1,6,157.0,13
2343678551,2023-02-17,19:20:22,0,1,1,6,157.0,13
2343678551,2023-02-17,19:20:23,0,1,1,6,157.0,13
2343678551,2023-02-17,19:20:23,0,1,1,6,157.0,13
2343678551,2023-02-17,19:20:23,0,1,1,6,157.0,13
2343678551,2023-02-17,19:20:24,0,1,1,6,157.0,13
2343678551,2023-02-17,19:20:24,2,527,0,6,157.0,13
2343678551,2023-02-17,19:20:24,0,1,1,6,157.0,13
2160545120,2023-02-17,19:23:18,4,10,5,3,169.0,4
3240141471,2023-02-17,19:25:56,4,10,6,3,169.0,80
3079201056,2023-02-17,19:50:25,4,10,6,3,169.0,198
3079201056,2023-02-17,19:53:13,4,10,6,3,169.0,198
3079201056,2023-02-17,19:53:33,4,177,6,3,169.0,198
3079201056,2023-02-17,19:53:52,4,400,6,3,169.0,198
2892530456,2023-02-17,19:56:04,4,282,6,3,169.0,2
761244014,2023-02-17,20:20:16,7,214,6,3,169.0,4
761244014,2023-02-17,20:20:16,0,1,1,6,0.0,4
2987772976,2023-02-17,21:00:14,4,10,6,3,169.0,1
395505914,2023-02-17,21:02:58,4,10,6,3,169.0,6
2892582353,2023-02-17,21:05:52,0,1,1,6,157.0,1
759020769,2023-02-17,21:07:21,4,10,6,3,169.0,3
3515691158,2023-02-17,21:25:09,7,214,6,3,169.0,30
3515691158,2023-02-17,21:25:10,0,1,1,6,0.0,30
3240132585,2023-02-17,21:46:44,4,10,6,3,169.0,5
737595394,2023-02-17,22:13:09,4,10,6,3,169.0,4
2552293848,2023-02-17,22:13:46,4,10,6,3,169.0,2
2552293848,2023-02-17,22:13:48,35,501,0,6,157.0,2
761244014,2023-02-17,22:29:45,7,214,6,3,169.0,4
761244014,2023-02-17,22:29:45,0,1,1,6,0.0,4
3114404476,2023-02-17,22:48:52,7,214,6,3,169.0,2
3114404476,2023-02-17,22:48:52,0,1,1,6,0.0,2
1730876196,2023-02-17,23:09:10,4,10,6,3,169.0,4
881987985,2023-02-17,23:42:33,4,15,6,3,169.0,1
829767132,2023-02-17,23:46:46,4,10,6,3,169.0,1
3240141471,2023-02-18,00:01:19,4,10,6,3,169.0,80
3245341406,2023-02-18,00:10:32,7,214,6,3,169.0,12
3245341406,2023-02-18,00:10:32,0,1,1,6,0.0,12
1551247186,2023-02-18,00:31:33,4,10,6,3,169.0,16
1783320806,2023-02-18,00:32:35,4,10,6,3,169.0,21
1088629031,2023-02-18,01:03:24,4,85,6,3,169.0,6
1088629031,2023-02-18,01:03:25,63,538,0,6,157.0,6
1088629031,2023-02-18,01:03:25,4,87,6,3,169.0,6
1088629031,2023-02-18,01:03:26,0,1,1,6,157.0,6
3245341406,2023-02-18,01:28:44,4,10,6,3,169.0,12
2059537226,2023-02-18,01:34:37,4,412,6,3,169.0,1
3240141471,2023-02-18,01:43:37,4,10,6,3,169.0,80
1317032287,2023-02-18,01:53:17,7,214,6,3,169.0,2
1317032287,2023-02-18,01:53:17,0,1,1,6,0.0,2
2415145644,2023-02-18,01:53:52,4,236,6,3,169.0,62
2099839471,2023-02-18,02:33:10,4,216,5,3,169.0,1
3119963234,2023-02-18,02:42:49,4,10,6,3,169.0,45
3260520401,2023-02-15,03:36:54,7,214,6,3,169.0,196
3260520401,2023-02-15,03:36:54,0,1,1,6,0.0,196
1754805250,2023-02-15,03:40:39,4,10,5,3,169.0,2
2556019923,2023-02-15,03:49:28,4,299,6,3,169.0,84
3260520401,2023-02-15,03:51:25,7,214,6,3,169.0,196
3260520401,2023-02-15,03:51:25,0,1,1,6,0.0,196
1332625130,2023-02-15,03:54:14,7,214,6,3,169.0,84
1332625130,2023-02-15,03:54:15,0,1,1,6,0.0,84
3260520401,2023-02-15,04:09:58,7,214,6,3,169.0,196
3260520401,2023-02-15,04:09:58,0,1,1,6,0.0,196
2415145644,2023-02-15,04:15:24,4,236,6,3,169.0,62
1332625130,2023-02-15,04:23:15,7,214,6,3,169.0,84
1332625130,2023-02-15,04:23:15,0,1,1,6,0.0,84
3260520401,2023-02-15,04:31:05,7,214,6,3,169.0,196
3260520401,2023-02-15,04:31:05,0,1,1,6,0.0,196
3240141471,2023-02-15,04:34:28,4,10,6,3,169.0,80
1332625130,2023-02-15,04:43:21,7,214,6,3,169.0,84
1332625130,2023-02-15,04:43:21,0,1,1,6,0.0,84
1021395073,2023-02-15,04:43:59,4,316,6,6,157.0,1
3260520401,2023-02-15,04:44:18,7,214,6,3,169.0,196
3260520401,2023-02-15,04:44:19,0,1,1,6,0.0,196
2556019923,2023-02-15,04:48:05,4,53,6,3,169.0,84
2319769669,2023-02-15,04:48:41,4,321,6,3,169.0,3
2556019923,2023-02-15,04:49:43,4,52,6,3,169.0,84
1332625130,2023-02-15,05:12:09,7,214,6,3,169.0,84
1332625130,2023-02-15,05:12:09,0,1,1,6,0.0,84
600005986,2023-02-15,05:19:16,4,10,6,3,169.0,5
1123077410,2023-02-15,05:23:52,0,1,1,6,157.0,6
3260520401,2023-02-15,05:27:40,7,214,6,3,169.0,196
3260520401,2023-02-15,05:27:40,0,1,1,6,0.0,196
1332625130,2023-02-15,05:32:04,7,214,6,3,169.0,84
1332625130,2023-02-15,05:32:04,0,1,1,6,0.0,84
3119963234,2023-02-15,05:37:05,4,10,6,3,169.0,45
3260520401,2023-02-15,05:37:29,7,214,6,3,169.0,196
3260520401,2023-02-15,05:37:29,0,1,1,6,0.0,196
3237080342,2023-02-15,05:44:50,0,1,1,6,157.0,1
3260520401,2023-02-15,05:45:55,7,214,6,3,169.0,196
3260520401,2023-02-15,05:45:55,0,1,1,6,0.0,196
340046977,2023-02-15,05:48:40,4,16,6,3,169.0,74
340046977,2023-02-15,05:48:41,4,240,6,3,169.0,74
340046977,2023-02-15,05:48:41,4,479,6,3,169.0,74
340046977,2023-02-15,05:48:41,4,168,6,3,169.0,74
340046977,2023-02-15,05:48:42,4,308,6,3,169.0,74
340046977,2023-02-15,05:48:42,4,243,6,3,169.0,74
340046977,2023-02-15,05:48:42,4,207,6,3,169.0,74
340046977,2023-02-15,05:48:43,4,313,6,3,169.0,74
340046977,2023-02-15,05:48:43,4,172,6,3,169.0,74
340046977,2023-02-15,05:48:43,4,98,6,3,169.0,74
340046977,2023-02-15,05:48:44,4,387,6,3,169.0,74
340046977,2023-02-15,05:48:44,4,113,6,3,169.0,74
340046977,2023-02-15,05:48:44,4,27,6,3,169.0,74
340046977,2023-02-15,05:48:45,4,421,6,3,169.0,74
340046977,2023-02-15,05:48:45,4,416,6,3,169.0,74
340046977,2023-02-15,05:48:45,4,266,6,3,169.0,74
340046977,2023-02-15,05:48:46,4,407,6,3,169.0,74
340046977,2023-02-15,05:48:46,4,20,6,3,169.0,74
340046977,2023-02-15,05:48:46,4,213,6,3,169.0,74
340046977,2023-02-15,05:48:47,4,226,6,3,169.0,74
340046977,2023-02-15,05:48:47,4,264,6,3,169.0,74
340046977,2023-02-15,05:48:47,4,320,6,3,169.0,74
2556019923,2023-02-15,05:51:01,4,237,6,3,169.0,84
1332625130,2023-02-15,05:59:24,7,214,6,3,169.0,84
1332625130,2023-02-15,05:59:24,0,1,1,6,0.0,84
3260520401,2023-02-15,06:00:00,7,214,6,3,169.0,196
3260520401,2023-02-15,06:00:00,0,1,1,6,0.0,196
3260520401,2023-02-15,06:05:30,7,214,6,3,169.0,196
3260520401,2023-02-15,06:05:30,0,1,1,6,0.0,196
3240141471,2023-02-15,06:09:42,4,10,6,3,169.0,80
2552278179,2023-02-15,06:11:17,75,507,0,6,157.0,18
2552278179,2023-02-15,06:11:29,4,10,6,3,169.0,18
2552278179,2023-02-15,06:12:06,4,177,6,3,169.0,18
2556019923,2023-02-15,06:12:11,7,57,6,3,169.0,84
2552278179,2023-02-15,06:12:16,4,400,6,3,169.0,18
2552278179,2023-02-15,06:12:31,4,417,6,3,169.0,18
2552278179,2023-02-15,06:12:43,4,307,6,3,169.0,18
2552278179,2023-02-15,06:12:44,4,199,6,3,169.0,18
2552278179,2023-02-15,06:12:44,4,182,6,3,169.0,18
2552278179,2023-02-15,06:12:44,4,192,6,3,169.0,18
2552278179,2023-02-15,06:12:44,4,306,6,3,169.0,18
2552278179,2023-02-15,06:12:47,4,190,6,3,169.0,18
2552278179,2023-02-15,06:12:47,4,178,6,3,169.0,18
2552278179,2023-02-15,06:12:47,4,188,6,3,169.0,18
2552278179,2023-02-15,06:12:47,4,198,6,3,169.0,18
3260520401,2023-02-15,06:15:37,7,214,6,3,169.0,196
3260520401,2023-02-15,06:15:38,0,1,1,6,0.0,196
3247346197,2023-02-15,06:20:08,0,1,1,6,157.0,1
3260520401,2023-02-15,06:25:55,7,214,6,3,169.0,196
3260520401,2023-02-15,06:25:55,0,1,1,6,0.0,196
1332625130,2023-02-15,06:26:23,7,214,6,3,169.0,84
1332625130,2023-02-15,06:26:23,0,1,1,6,0.0,84
3260520401,2023-02-15,06:31:37,7,214,6,3,169.0,196
3260520401,2023-02-15,06:31:37,0,1,1,6,0.0,196
2415145644,2023-02-15,06:33:35,4,236,6,3,169.0,62
2556019923,2023-02-15,06:44:44,4,79,6,3,169.0,84
3260520401,2023-02-15,06:46:16,7,214,6,3,169.0,196
3260520401,2023-02-15,06:46:16,0,1,1,6,0.0,196
977782643,2023-02-15,06:48:38,4,10,6,3,169.0,1
1332625130,2023-02-15,06:52:20,7,214,6,3,169.0,84
1332625130,2023-02-15,06:52:20,0,1,1,6,0.0,84
3260520401,2023-02-15,06:53:12,7,214,6,3,169.0,196
3260520401,2023-02-15,06:53:12,0,1,1,6,0.0,196
3240301219,2023-02-15,06:59:17,4,408,6,3,169.0,1
3260520401,2023-02-15,07:02:55,7,214,6,3,169.0,196
3260520401,2023-02-15,07:02:56,0,1,1,6,0.0,196
2556019923,2023-02-15,07:06:53,4,10,6,3,169.0,84
3260520401,2023-02-15,07:10:49,7,214,6,3,169.0,196
3260520401,2023-02-15,07:10:49,0,1,1,6,0.0,196
1332625130,2023-02-15,07:11:46,7,214,6,3,169.0,84
1332625130,2023-02-15,07:11:46,0,1,1,6,0.0,84
1034267760,2023-02-15,07:12:35,4,10,6,3,169.0,1
3515687697,2023-02-15,07:15:05,4,10,6,3,169.0,5
3260520401,2023-02-15,07:29:21,7,214,6,3,169.0,196
3260520401,2023-02-15,07:29:21,0,1,1,6,0.0,196
3260520401,2023-02-15,07:36:18,7,214,6,3,169.0,196
3260520401,2023-02-15,07:36:18,0,1,1,6,0.0,196
1332625130,2023-02-15,07:38:20,7,214,6,3,169.0,84
1332625130,2023-02-15,07:38:20,0,1,1,6,0.0,84
1519889260,2023-02-15,07:41:59,3,569,6,6,157.0,36
1519889260,2023-02-15,07:42:00,0,1,1,6,157.0,36
1519889260,2023-02-15,07:42:09,4,565,6,3,169.0,36
1519889260,2023-02-15,07:42:10,0,1,1,6,157.0,36
3240141471,2023-02-15,07:54:01,4,10,6,3,169.0,80
534511955,2023-02-15,07:55:13,4,10,6,3,169.0,1
2556019923,2023-02-15,07:55:20,7,221,6,6,157.0,84
2364425611,2023-02-15,08:07:22,4,16,6,3,169.0,7
2364425611,2023-02-15,08:07:23,4,83,6,3,169.0,7
2364425611,2023-02-15,08:07:24,4,360,6,3,169.0,7
2364425611,2023-02-15,08:07:24,4,361,6,3,169.0,7
2364425611,2023-02-15,08:07:25,4,300,6,3,169.0,7
2364425611,2023-02-15,08:07:26,4,342,6,3,169.0,7
2364425611,2023-02-15,08:07:27,4,454,6,3,169.0,7
1332625130,2023-02-15,08:08:19,7,214,6,3,169.0,84
1332625130,2023-02-15,08:08:20,0,1,1,6,0.0,84
731829750,2023-02-15,08:09:00,0,1,1,6,157.0,4
731829750,2023-02-15,08:09:00,78,540,2,6,157.0,4
731829750,2023-02-15,08:09:00,0,1,1,6,157.0,4
731829750,2023-02-15,08:09:00,0,1,1,6,157.0,4
2556019923,2023-02-15,08:14:49,4,10,6,3,169.0,84
1733330673,2023-02-15,08:21:15,4,10,6,3,169.0,1
1733330657,2023-02-15,08:21:46,4,10,6,3,169.0,1
1332625130,2023-02-15,08:32:27,7,214,6,3,169.0,84
1332625130,2023-02-15,08:32:27,0,1,1,6,0.0,84
1519889260,2023-02-15,08:36:10,3,549,6,6,157.0,36
1519889260,2023-02-15,08:36:11,0,1,1,6,157.0,36
1519889260,2023-02-15,08:36:20,4,559,6,3,169.0,36
1519889260,2023-02-15,08:36:21,0,1,1,6,157.0,36
2556019923,2023-02-15,08:43:13,4,95,6,3,169.0,84
3260520401,2023-02-15,08:46:01,7,214,6,3,169.0,196
3260520401,2023-02-15,08:46:01,0,1,1,6,0.0,196
1332625130,2023-02-15,08:53:21,7,214,6,3,169.0,84
1332625130,2023-02-15,08:53:21,0,1,1,6,0.0,84
1332625130,2023-02-15,09:17:40,7,214,6,3,169.0,84
1332625130,2023-02-15,09:17:41,0,1,1,6,0.0,84
3240141471,2023-02-15,09:19:16,4,10,6,3,169.0,80
2105679789,2023-02-15,09:25:13,0,2,22,3,169.0,1
1519889258,2023-02-15,09:27:38,3,551,6,6,157.0,48
1519889258,2023-02-15,09:27:39,0,1,1,6,157.0,48
1519889258,2023-02-15,09:27:44,4,560,6,3,169.0,48
1519889258,2023-02-15,09:27:50,0,1,1,6,157.0,48
1297829432,2023-02-15,09:37:08,0,1,1,6,157.0,2
1297829432,2023-02-15,09:37:08,4,309,6,3,169.0,2
2415145644,2023-02-15,09:46:14,4,236,6,3,169.0,62
1332625130,2023-02-15,09:46:34,7,214,6,3,169.0,84
1332625130,2023-02-15,09:46:34,0,1,1,6,0.0,84
3116218090,2023-02-15,09:49:19,4,10,6,6,157.0,4
881983555,2023-02-15,10:08:56,4,261,6,3,169.0,1
1332625130,2023-02-15,10:12:27,7,214,6,3,169.0,84
1332625130,2023-02-15,10:12:27,0,1,1,6,0.0,84
3260520401,2023-02-15,10:19:27,7,214,6,3,169.0,196
3260520401,2023-02-15,10:19:27,0,1,1,6,0.0,196
3515691158,2023-02-15,10:28:07,7,214,6,3,169.0,30
3515691158,2023-02-15,10:28:07,0,1,1,6,0.0,30
1519889258,2023-02-15,10:33:20,3,578,6,6,157.0,48
1519889258,2023-02-15,10:33:25,0,1,1,6,157.0,48
1519889258,2023-02-15,10:33:34,4,566,6,3,169.0,48
1519889258,2023-02-15,10:33:35,0,1,1,6,157.0,48
1332625130,2023-02-15,10:34:20,7,214,6,3,169.0,84
1332625130,2023-02-15,10:34:20,0,1,1,6,0.0,84
2160545120,2023-02-15,10:43:40,4,10,5,3,169.0,4
3260520401,2023-02-15,10:49:36,7,214,6,3,169.0,196
3260520401,2023-02-15,10:49:36,0,1,1,6,0.0,196
883396665,2023-02-15,10:51:35,4,400,6,3,169.0,12
3475901907,2023-02-15,10:51:38,4,10,6,3,169.0,4
1332625130,2023-02-15,11:00:05,7,214,6,3,169.0,84
1332625130,2023-02-15,11:00:05,0,1,1,6,0.0,84
1332625130,2023-02-15,11:24:45,7,214,6,3,169.0,84
1332625130,2023-02-15,11:24:45,0,1,1,6,0.0,84
3530638908,2023-02-15,11:36:37,0,2,22,3,169.0,1
3530638877,2023-02-15,11:37:43,0,2,22,3,169.0,1
1807555961,2023-02-15,11:39:14,7,214,6,3,169.0,2
1807555961,2023-02-15,11:39:14,0,1,1,6,0.0,2
3334954213,2023-02-15,11:43:15,4,10,6,3,169.0,1
2807990903,2023-02-15,11:48:26,4,10,6,3,169.0,14
2807990903,2023-02-15,11:48:27,4,10,6,3,169.0,14
2807990903,2023-02-15,11:48:28,8,8,7,6,157.0,14
1332625130,2023-02-15,11:49:09,7,214,6,3,169.0,84
1332625130,2023-02-15,11:49:09,0,1,1,6,0.0,84
2415145644,2023-02-15,11:58:16,4,236,6,3,169.0,62
1332625130,2023-02-15,12:11:10,7,214,6,3,169.0,84
1332625130,2023-02-15,12:11:10,0,1,1,6,0.0,84
1347809551,2023-02-15,12:23:47,4,311,6,3,169.0,2
1347809551,2023-02-15,12:23:47,26,554,0,6,157.0,2
1919672726,2023-02-15,12:27:01,4,10,6,3,169.0,2
1332625130,2023-02-15,12:37:01,7,214,6,3,169.0,84
1332625130,2023-02-15,12:37:01,0,1,1,6,0.0,84
1551247186,2023-02-15,13:00:47,4,10,6,3,169.0,16
1332625130,2023-02-15,13:06:36,7,214,6,3,169.0,84
1332625130,2023-02-15,13:06:36,0,1,1,6,0.0,84
3240141471,2023-02-15,13:12:52,4,10,6,3,169.0,80
3260520401,2023-02-15,13:22:48,7,214,6,3,169.0,196
3260520401,2023-02-15,13:22:49,0,1,1,6,0.0,196
1332625130,2023-02-15,13:28:46,7,214,6,3,169.0,84
1332625130,2023-02-15,13:28:46,0,1,1,6,0.0,84
3260520401,2023-02-15,13:39:13,7,214,6,3,169.0,196
3260520401,2023-02-15,13:39:13,0,1,1,6,0.0,196
2297667443,2023-02-15,13:49:25,4,111,6,3,169.0,4
2297667443,2023-02-15,13:49:27,4,110,6,3,169.0,4
100625897,2023-02-15,13:49:44,4,10,6,6,0.0,7
1332625130,2023-02-15,13:53:07,7,214,6,3,169.0,84
1332625130,2023-02-15,13:53:07,0,1,1,6,0.0,84
1551247186,2023-02-15,14:04:54,4,10,6,3,169.0,16
3260520401,2023-02-15,14:13:35,7,214,6,3,169.0,196
3260520401,2023-02-15,14:13:35,0,1,1,6,0.0,196
1332625130,2023-02-15,14:17:28,7,214,6,3,169.0,84
1332625130,2023-02-15,14:17:28,0,1,1,6,0.0,84
2335917552,2023-02-15,14:34:31,4,10,6,3,169.0,1
1332625130,2023-02-15,14:42:08,7,214,6,3,169.0,84
1332625130,2023-02-15,14:42:08,0,1,1,6,0.0,84
3240141471,2023-02-15,14:43:23,4,10,6,3,169.0,80
3115618127,2023-02-15,14:48:24,4,223,6,3,169.0,4
3260520401,2023-02-15,15:05:28,7,214,6,3,169.0,196
3260520401,2023-02-15,15:05:28,0,1,1,6,0.0,196
1332625130,2023-02-15,15:10:25,7,214,6,3,169.0,84
1332625130,2023-02-15,15:10:25,0,1,1,6,0.0,84
1026877649,2023-02-15,15:14:44,7,62,5,3,169.0,1
3260520401,2023-02-15,15:35:27,7,214,6,3,169.0,196
3260520401,2023-02-15,15:35:27,0,1,1,6,0.0,196
3260520401,2023-02-15,15:37:30,7,214,6,3,169.0,196
3260520401,2023-02-15,15:37:31,0,1,1,6,0.0,196
1332625130,2023-02-15,15:38:21,7,214,6,3,169.0,84
1332625130,2023-02-15,15:38:21,0,1,1,6,0.0,84
3260520401,2023-02-15,15:46:38,7,214,6,3,169.0,196
3260520401,2023-02-15,15:46:38,0,1,1,6,0.0,196
2727247325,2023-02-15,17:08:47,4,10,6,3,169.0,8
2727247325,2023-02-15,17:08:47,4,10,6,3,169.0,8
2727247325,2023-02-15,17:08:48,8,8,7,6,157.0,8
3079201056,2023-02-15,17:54:44,4,10,6,3,169.0,198
3079201056,2023-02-15,17:55:43,4,10,6,3,169.0,198
3079201056,2023-02-15,17:55:57,4,177,6,3,169.0,198
3079201056,2023-02-15,17:56:06,4,400,6,3,169.0,198
3260520401,2023-02-15,18:12:47,7,214,6,3,169.0,196
3260520401,2023-02-15,18:12:47,0,1,1,6,0.0,196
2415145644,2023-02-15,18:26:01,4,236,6,3,169.0,62
1432392209,2023-02-15,18:47:11,4,10,5,3,169.0,1
760198579,2023-02-15,19:04:23,16,530,0,6,157.0,1
3432897262,2023-02-15,19:10:03,4,10,6,3,169.0,1
1379963591,2023-02-15,19:13:20,4,10,5,3,169.0,1
2856365276,2023-02-15,19:16:09,0,1,1,6,157.0,5
2856365276,2023-02-15,19:16:09,0,1,1,6,157.0,5
2856365276,2023-02-15,19:16:09,4,10,6,3,169.0,5
2856365276,2023-02-15,19:16:10,4,227,6,3,169.0,5
2415145644,2023-02-15,20:02:34,4,236,6,3,169.0,62
3249127954,2023-02-15,20:10:37,7,214,6,3,169.0,3
3249127954,2023-02-15,20:10:38,0,1,1,6,0.0,3
3240141471,2023-02-15,20:37:22,4,10,6,3,169.0,80
2783172667,2023-02-15,21:00:07,4,10,5,3,169.0,4
3119963234,2023-02-15,21:16:10,7,214,6,3,169.0,45
3119963234,2023-02-15,21:16:10,0,1,1,6,0.0,45
3180152486,2023-02-15,21:17:44,4,10,6,3,169.0,1
96260835,2023-02-15,21:35:48,0,1,1,6,157.0,6
623701701,2023-02-15,21:38:20,7,214,6,3,169.0,22
623701701,2023-02-15,21:38:21,0,1,1,6,0.0,22
623701703,2023-02-15,21:41:34,7,214,6,3,169.0,30
623701703,2023-02-15,21:41:34,0,1,1,6,0.0,30
2783172667,2023-02-15,21:46:24,4,10,6,3,169.0,4
623701701,2023-02-15,21:47:27,7,214,6,3,169.0,22
623701701,2023-02-15,21:47:28,0,1,1,6,0.0,22
96260835,2023-02-15,21:48:42,0,1,1,6,157.0,6
623701703,2023-02-15,21:49:48,7,214,6,3,169.0,30
623701703,2023-02-15,21:49:48,0,1,1,6,0.0,30
1977043819,2023-02-15,21:51:30,4,10,6,3,169.0,1
1571527834,2023-02-15,21:51:45,4,10,6,3,169.0,1
96260835,2023-02-15,21:57:38,4,558,6,3,169.0,6
3119963234,2023-02-15,22:06:40,4,10,6,3,169.0,45
